review_text,review_stars,title
"According to Dr. Hal R.Varian, Google’s Chief Economist, ""The ability to take data—to be able to understand it, to process it, to extract value from it, to visualize it, to communicate it—that’s going to be a hugely important skill in the next decades."" This 2009 quote talks about a skill known as data storytelling.Dr. Winston's ""Analytics Stories"" does a fantastic job at introducing the reader to data storytelling. He builds over 50 business cases that range from politics to baseball. Dr. Winston uses mostly MS Excel to make sense of data, process it, visualize it and communicate it in a compelling way.For example, chapter 52 applies the Economic Order Quantity (EOQ) model and extends the application to include demand uncertainty and reorder point. It also illustrates ""the power of two"" rule on inventory management. It sounds quite specialized, and it is, but it is written in a way that is fun to read and very visual. I teach logistics and supply chain management at college level and will use this chapter to teach the EOQ model to my students.On a completely different application, chapter 46 discusses whether roundabouts are a good idea or not. Chapter 41 uses data to talk about the causes of the 1854 London Cholera Outbreak, and so on.Analytics Stories is an outstanding resource for specialists and aficionados of data storytelling!",5.0 out of 5 stars,Analytics Stories: Using Data to Make Good Things Happen
"Oh, what good fun this book was! It reminds me the most of Korner's ""The Pleasure of Counting"" in that each chapter presents a different case/problem/story and outlines the insights and the math used to untangle it. There's a ton of educational value too, aside from the analyses themselves. The topics range from politics, sports, education, policing, divorce, finance, traffic, drafts, etc... Metrics and jargon and clearly explained.It is extremely well documented as well: all sources for articles, texts, data, studies, etc. are cited in-paragraph for the reader's benefit. This alone increased my reading list considerably.The best part of the book is that for most of the chapters, Professor Winston presents a quantitative/statistical analysis of the story using Excel worksheets, which should make it accessible to the non-programming crowd. I myself enjoyed re-doing some of these in Python for some practice and to add reference code to my repos/library.Data scientists, statisticians, analysts, and curious readers will enjoy this book the most.Highest possible recommendation!",5.0 out of 5 stars,Analytics Stories: Using Data to Make Good Things Happen
"What's so special about this book is that it's really trying to teach audiences at multiple levels. For beginners / people who have studied it all before (multiple times, for my part! And yet I forget all of the details), basic background statistics info is presented. It's quick, it's something that wouldn't bother those more familiar, but it helps ensure the others are keeping up. Highly recommended",5.0 out of 5 stars,Analytics Stories: Using Data to Make Good Things Happen
"Great:The author covers a wide range of data challenges (61 chapters). Obviously, with so many chapters, it’s impossible to deep into any chapter. Some chapters are concise, and I wonder who the target audience is. Is it managers and MBAs?Bad:Chapter 5: How did Bernie Madoff keep his fund going?I wrote my Ph.D. thesis on Benford’s law and work as a Data Scientist (BenfordAnalytics) for a living. In short, the application of Benford’s law is lacking, saying the least. With 214 samples, we can only be 43.3% confident (my calculation) that Madoff cheated. In general, that’s not a high enough confidence level. In general, we aim for 90% or 95%. In summary, the reader gets a basic idea of applying Benford’s law, but that’s it.Don’t get me wrong; it’s an exciting book that tackles many analytics problems. However, the reader has to be aware that he has to dive deeper to apply the technique in the real world in any case.Franco",4.0 out of 5 stars,Analytics Stories: Using Data to Make Good Things Happen
Great book very informative Author has written well and explains concepts in a lucid manner will recommend and purchase future editions,5.0 out of 5 stars,Network Security Through Data Analysis: From Data to Action
"The book had a lot of valuable information, and I definitely would recommend it to security operations professionals. It, however, fails to meet the expectations set by the title. The author wrote the book to be available to a general audience which may or may not have security operations experience and thereby did not leave room to delve into the details of how data analytics marry with security. Insofar as the book did cover these topics, they were very scattered except in the first section. The author was not able to gather the topics into a coherent, clear explanation beyond the first section. If you are looking for the go-to book for understanding how to perform data analytics on your network's data, this isn't it.",3.0 out of 5 stars,Network Security Through Data Analysis: From Data to Action
"Ich habe mit diesem Buch mein drittes security relevantes O'Reilly Buch erstanden. Die bisherigen waren immer mehr oberflächlich im High Fly was für mich absolut in Ordnung war da ich es sowieso mehr als Einstieg verstanden habe. Das kann man von diesem Werk nicht behaupten. Der Author stellt gewisse Ansprüche an das Verständniss um die Gegebenheiten voll umpfänglich nachvollziehen zu können. Das ist auch sehr gut. Das Buch behandelt die Themen jedoch nicht expliziet auf technisch fortschrittlichem Niveau sondern holt Personen die bereits Erfahrung im Bereich von Netzwerk und Logging haben, genau dort ab, und erklärt dann die weiteren Sachverhalte tiefgehend.",5.0 out of 5 stars,Network Security Through Data Analysis: From Data to Action
"This is a great book with some minor issues. I love how they use nontrivial examples. The kind of examples you can tweak the code a bit right out of the book and use it at work and look like a superstar. My dislike is that they didn’t focus on a single language, or segregate the different languages into dedicated duplicated chapters. Do pymc3 in the book and tensorflow probability in the online materials. Or vice versa. I understand their goal was to get readers to get familiar with multiple packages, but it’s a bit of a headache.  There are quite a few typos and misspellings.All that aside, I think this book is worth the money, and I can’t wait for the second edition.",5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
"This is a great intro book to get started with Bayesian stats and probabilistic programming. It’s also pays a lot of attention to model diagnostics and the intricacies of Bayesian modeling. The only things I would change are 1) sticking to pymc over TFP, and 2) spending more time on hierarchical regression. Even so, this book will get you jump started with pymc and probabilistic programming.",5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
The highlighted text is completely obscured by the highlighting. It makes this kindle book unreadable. The bits the author thought most important cannot be seen.,1.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
"I've either read or own nearly all the Bayesian textbooks on the market. They range in presentation from too simple to esoteric and mathematical without clear sense of their application. To date the stand out textbook on the market was McElreath's statistical rethinking... it hits the sweet spot of mathematically rigorous and well written, but hides some of the messier computational details behind a custom R package.What's great about this book is that it is so focused on conveying the essentials of how-to applied computation. The authors make the choice to demonstrate a range of increasingly complex models across two distinct probabilistic programming languages (pymc, tensorflow probability), which forces the reader to grapple with the applied difficulties of shape management and model specification. The  variation of presentation is aided by a free online book with clear code examples and beautiful visuals (generated with Arviz). I was initially sceptical of the choice to use multiple ppls but by presenting two implementation options the reader is forced to focus on what is core to Bayesian  computation rather than details of a specific APIA previous review called this an entry level text, but I'm not sure that does it justice. Some of the examples are of simple datasets but the book is pitched to teach you the mechanics and the whys and wherefores of a Bayesian workflow so you can apply them creatively on your data. I was particularly grateful for the clear discussion of Approximate Bayesian Computation and the Timeseries modelling. The emphasis and attitude to prior and posterior predictive checks for model calibration was well put throughout the text. Plus the code is in Python! This is a big plus for me as I've never worked anywhere where the production environment would tolerate R code...I highly recommend this book as it fills a niche in the market and is cluttered with the wisdom of practiced Bayesian modellers. Somewhat different in tone than the more academic offerings on the market, more focused and practical.",5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
"I have purchased the textbook as an Amazon Kindle format on Amazon.CONS:- Amazon Kindle is making impossible to save a PDF copy of the book for Amazon's silly DRM policies. However, scientific textbooks would read better as PDFs instead of a Kindle format. Really disappointed how CRC Press (headed by Taylor & Francis press) has decided to rely on Amazon Kindle. For the record, Cambridge University Press is adopting the same DRM protected policy, unfortunately. DRM policies clearly are blocking scientific research. The choice of selling a DRM protected textbook sounds awkward since the first author (Osvaldo Martin) has published his previous textbook in 2016 (""Bayesian analysis with Python"") with Packt press. At Packt they are brave enough to offer DRM-free material. Why Mr Martin has changed his mind in his second textbook?- The formulas are poorly written (mathematically correct, but the style is bad). They need to be rewritten in LaTeX. Perhaps the hardcover version is better. I did not check it.PRO:- The textbook successfully delivers the promises of the first textbook from 2016: very intuitive explanations of complex statistical concepts; few mathematical formulas; lots of concrete examples; gorgeous plots;- it is worth mentioning the useful accompanying site (https://bayesiancomputationbook.com/) where you can find plenty of well written Python code about the plots and analyses presented in the book;CONCLUSION:In terms of ""entry level"" Bayesian modeling, I think this textbook (Martin et al. 2022, ""Bayesian Modeling and computation in python"") and McElreath's textbook (Richard McElreath 2020 ""Statistical rethinking"") are the best ones out there.",5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
"I have lots of books on Bayesian statistics including BDA etc. This is by far the most useful as a practitioner in python. Good paper, full color.Only gripe is that it uses PyMC3, and it takes some effort to translate to PyMC5 which is the current version.  It's a bit annoying tbh.Also didn't know that empanadas can be sweet with fruit fillings so that's food for thought... So long and thanks for all the footnotes!",5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
Very nice!,5.0 out of 5 stars,Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science)
"This is a must book for anyone interested in topology and its applications to genomics, evolution, biology and beyond.  The authors did a great job simplifying complex ideas making the subject accessible to wide audiences with some mathematical background.  The combination of theory with applied research in this book make it particularly enjoyable. As a data scientist, I found the book eye-opening and would highly recommend it.",5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
"This is the first book that introduces Topological Data Analysis and its biological applications under 1 cover. Previously I had to go to topology textbooks for the math background. Here the essential material is presented coherently. The book cries out for a sequel with detailed worked examples, in the style of Bioconductor Vignettes  and  F1000 how-to articles.",5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
This book was phenomenal!,5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
The authors are leading researchers in the field and they know their stuff.,5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
"The math does not render legibly in the e-textbook: tiny, low DPI images.",1.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
タイトルにもあるとおり遺伝子の位相的データ解析による研究のための専門書だが、その限定的なタイトルとは裏腹に、前半の数学的手法の一般論の解説がとても理解しやすく整理された形で書かれている。厳密な説明はもちろん、噛み砕いたインフォーマルな部分も非常に分かりやすい。カラー図版も見やすく、おおよそこの分野の理論の勉強のためには欠点が見当たらない珠玉の一冊。,5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
"I like the fact the general introduction to TDA  is separate from the application part, unless other intros to TDA I skimmed by the past.  Before the proper methods of TDA, there is a very good summary of general and algebraic topology, with just enough rigour and a lot of visual insights (i.e. there are colored pictures, explicit theorems, definitions, and the relevant references in the recent literature, and no demonstrations).  Even more importantly, the authors always emphasize the intuitive meaning for applications.The applications  target system biology (genomics etc), but it is clear enough how the methods can be applied to any kind of complex dataset.",5.0 out of 5 stars,Topological Data Analysis for Genomics and Evolution: Topology in Biology
"If you find yourself using spatial statistics in a GIS, whether it be an Esri program or now, this is a good desk reference to have around. It gives just enough to understand the application of statistical tools and how to interpret results. You'll have to go elsewhere for in-depth theory on the mathematics used in each test/model.",5.0 out of 5 stars,The Esri Guide to GIS Analysis Volume 2: Spatial Measurements and Statistics
"I was skeptic when I bought the book as I read many books on AI and ML. As I progressed through the book I found the chapters to be engaging, informative and well written. The author is a leader in the space and the editing was good. I believe this can be a great book for any person who looks to get not only the basics of AI and Deep Learning but also to have a book you can go to back again and again. I gave the book to my 17 y/o son and asked him to read it. It was the first book I witnessed him finishing within a few days rather than tossing it aside. I would recommend this book to everyone that cares about the subject.",5.0 out of 5 stars,The Science of Deep Learning
"This book is cutting-edge and provides a comprehensive and detailed overview of the field of deep learning. The author does an excellent job of breaking down complex concepts, such as neural networks and generative models, making them accessible for readers with varying levels of technical background. What sets this book apart is its focus on the science behind deep learning as a basis for practical application. The author provides a solid foundation, making it an ideal resource for those looking to expand their expertise. I would highly recommend this book to anyone interested in deep learning. It is well-written, accessible, and packed with an incredible amount of knowledge.",5.0 out of 5 stars,The Science of Deep Learning
Good explanations with lots of helpful illustrations.,5.0 out of 5 stars,The Science of Deep Learning
"I've been teaching a deep learning to undergrads since 2017.  There are some things I like about this book, but I think few readers could use it to learn about deep learning.  The presentation is very terse and not much intuition is provided.  I think most of the original research papers provide better intuition than this book.For example, the chapter on transformers is about 8 pages, contains 6 formulas, about 60 references to the research, and one figure.  The coverage of self-attention is one paragraph, including two formulas.  If you understand transformers, do you think 8 pages is enough for a clear introduction to the subject?The chapter on variational autoencoders is 15 pages, contains 60 formulas, about 60 references to the literature, and 5 figures.  I don't find the figures very helpful.  Also, 15 pages on variational autoencoders but only 20 pages on convolutional networks?Some things I like about the book include the topic coverage, the citations to the literature, and that some interesting applications of deep learning are discussed.  I will probably find the book useful for reference and for citations to the literature.I use Chollet's Deep Learning with Python and Geron's Hands-on Machine learning book in my classes and I think these are good choices for most people who are new to deep learning.",3.0 out of 5 stars,The Science of Deep Learning
"“The accompanying website provides complementary code and hundreds of exercises with solutions.” No, there are no complementary codes provided on the book website.I wrote to the author several times to ask for the complimentary codes, but he has not replied. To prove I have purchased the book, I attached a photo of the book and a receipt. I bought the book from Cambridge University Press Bookshop during my latest visit to Cambridge, UK.I hope the publisher or the author will take their words with honesty.Note: On 8 August 2023, I received an email from the Author that the code is available on the publisher's website. Solved!",4.0 out of 5 stars,The Science of Deep Learning
"Jan 26, 2020 Review Notes13. Some programs are giving ""cublas64-100.dll"" file not found error. Is it possible for authors to zip this dll file and post it on this book's Github page please?Due to fast updating libraries/tools of Python, R Programming etc14. Source code of Packt Published books are not working.15. If Packt publishing & authors of Packt published books can regularly test the code filesand upload updated code file these books will be very useful for many years16a. Below given book is also giving errors similar to this book's errors.16b. Please help in fixing the source code files of the following book:  ""Deep Learning with R for Beginners: Design neural network models in R using TensorFlow, Keras, and MXNet  by Mark Hodnett etc"" have similar errorsJan 25, 2020 Review Notes:Downloaded latest update of the source code files from Github.Ran cifar10_predict.py program of page 131. It ran without errors and gave output results.However, the output gave [4 4]This output is saying both ""standing cat imge"" and ""dog image"" belong to same class of four.This result may be wrong, due to one or both of the following reasons:a. Model file ""cifar10_weights.h5"" used by this program is wrong?b. Accuracy of training program that generated this model file is very low?Questions are:10a. Which is the traing program that generated the above model file?10b. Is it the program on pages 128 and 129?11a. Program on page 129 is saving to ""model.h5"" file11b. I ran the program on page 129 and renamed the model file ""model.h5"" as ""cifar10_weights.h5""12a. Then I ran program on page 131 and getting following error:  ValueError: You are trying to load a weight file containing 13 layers into a model with 6 layers.12b. Authors need to fix these errors please?12c. Fix model file names of programs on pages 129 and 131 please?Thank you.Jan 24, 2020 Review Notes:Publisher of this book has stated on this book's Github web page, that the corrections to source code files will be made in few days and posted to Github.This is an excellent and very well written book and is filled with essential information about deep learning concepts and programming techniques.This is a must to have book for persons working with Python and Deep Learning.Thanks and best regards,Jan 20, 2020 Review NotesAuthors have not updated code files from Chapter 4 per my notes 1 to 6 below:They added some missing image files to chapter 4 folder.8. Many programs from Chapter 4 are giving errors and not running.Author seems to have installed older versions of Python tools few years back when they started writing the book.Now many of the Python tools have new versions and have deprecated or  removed features. Therefore many of this book's  programs are not working with newer versions of Python tools.9. Therefore, authors need to install latest versions of  all the software tools on a clean new computer and test all the programs and update github web page with the source files that can be run using latest software tools versions please. Thanks.Jan 19, 2020 Review NotesAs per my notes 1 to 6 below, authors have quickly posted within few days,Python Source code  (missing or corrected) of Chapters 4 and 5 to the Github webpage of this book.  This is great, thanks to the authors.  I had only print edition  of this book so far. Now I bought Amazon Kindle Fire edition of this book also.I request one more suggestion (note # 7) to the authors:7. Please rename each source code file by prefixing with pgXXX_ corresponding toapproximate page number of the code.For example, for page 115, pg115_leNet_CNN_mnist.pyThis kind of renumbered file names will help readers of this book,easier and quicker to find source code file and vice versa.If a source code file is discussed on multiple pages, then the file name needs to bepg115_116_117_leNet_CNN_mnist.pyIf authors can quickly rename the source code files and post updated source code file names to Github,then I will upgrade stars of this book from four stars to five starts please. ThanksFollowing notes are regarding second edition of this book:1. Chapter 5 python source code files are missing on Github download webpage2. Many programs in Chapter 4 are not working and giving many run-time errors3.  Python program on page 131 is not working4. Image files are missing (in github downloaded zip file)5. On page 131 program, getting cifar10_architecture.json can't be opened error6. On page 131 getting error with .astypeMany other python programs in the book are not workingAuthors are requested to quickly fix these errors and upload corrected programs and updated readme listing corrections made to the downloading zip file on the github download website please.Thanks and best regards,Authors of this book have quickly made changes within few days, per my above notes 1 to 6, and postedcorrected/missing code files to the Github. Thanks to the authors for quick fixes.",5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"This is mostly a good introductory book. Especially useful since there is a bit of a dearth on Tensorflow 2.x books out there.  One thing I was interested in and was how to import keras and bring in datasets.  So far I have gotten most of the way through Chapter 1.  Disturbingly, on the IMDB example there are errors in the code.  It can be fairly straightforward to fix them.  One was in the statements to import the IMDB database.  It is like the author thought of implementing the code one way, changed their mind and didn't check it out.  I assume this happens later in the book too.  I have coded a fair amount in tensorflow1.x and have been looking for a good book on tensorflow2.x.  So here I am.  I wanted one that also explored how keras was integrated into tensorflow.  I know there is a script to convert files but I was worried the process would not be overly transparent, so I wanted to type in the examples myself.  So far I am glad I went this route.  Tensorflow2.x seems a vast improvement and is much easier to follow and this is evident in the code examples I have read and implemented so far in chapter 1.  I don't mind so errors, just not too many.  I think of correcting them as a form of homework.Since I am using it to self study and get up to speed on Tensorflow2.x I am happy so far.  If my opinion changes as I get further into the book, I will update this review.",5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"As a deep learning practitioner in the computer vision space, I found the academic content in Chapter 8 RNNs, Ch. 9 AutoEncoders, Ch. 11 Reinforcement Learning, Ch. 15 The Math behind Deep Learning and Ch. 12 TFX to be most useful. Of course, the other chapters are useful as well, and do tie into the ones I just mentioned. But as a professional in the field of machine learning, I got the most lift in the chapters I mentioned above. These topics will help you get a data science job or develop your current skill set if you’re already in the field:RNNs: Excellent review for those of us that work with them, and it does touch on some advanced topics like transformers, which are SOTA as of 2020.Reinforcement Learning: It goes into depth on Q-Networks and deep deterministic gradient policies, so a data scientist will understand these better when implementing from outside code tutorial -- very useful for this.Auto Encoders: Lots of business use cases can take advantage of these, so I recommend taking the time to learn this, and code them out.Math Behind Deep Learning: More for beginners entering the deep learning field, however, for experienced data scientists it wouldn't hurt to go over derivatives, differentiation, chain rule and backpropagation.TFX: A little light, it’s more of a detailed outline, I wish there was a docker-compose and coding example on how to set it up and connect TFX Pipe to TF/Keras models. External investigation is needed to develop this skill set, as getting models to prod are crucial.",4.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"I started reading the book few weeks ago. I must say it is lovely and nicely written. It is easier for to read it after being in touch with Keras, fastai(build on top pytorch). Of course, with some machine learning background things can go smoothly. My recommandation would be to dig in well the first chapter as it has the base concepts of machine learning. I do recommend it! And I love it!",5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
Excellent book for understanding state of the art deep learning models with great code examples. Definitely worth the time to explore in full,5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
Best book to learn Tensorflow and Keras and to pass the TensorFlow certification exam.,5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"If you're hoping to use TensorFlow 2.0 for deep learning projects, this book is an excellent resource.  The topics are developed clearly and in sufficient detail to allow one to master them with minimal effort, and the range of topics covered is exceptional.  As a TA for both undergraduate and graduate AI and ML courses, I'll be using this book frequently, not only for my own work, but also to help students to get a running start on their course projects. This is the single best resource I've found, and is not only a great way to learn new techniques, but also as a resource to quickly refresh one's memory on topics when one needs a quick reminder, or some starter code for a new project. Tensorflow 2.0, with its emphasis on Keras, is a framework that will likely gain an increasing share of the DL framework market, and one won't find a clearer exposition than this book.  I highly recommend it.",5.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"I was new to machine learning when I tried to read this textbook. I think it would be better suited for someone who has already been studying machine learning for a while. I have a lot of python experience though, so that made things a little easier. I like that it tries to cover a ton of different things. The best thing about this book is that it covers a wide range of topics. But I feel like each topic in the book is explained very quickly. I had a lot of questions about each topic and had to Google a lot of stuff while reading it. It wasn't always clear why they were adding the layers that they were adding to the model. Or what the advantages and disadvantages of doing it that way was. If this book was a class, I probably wouldn't do so well on the final. Maybe someday I will get good enough at machine learning to be able to help the authors edit and improve the book. I do feel bad giving it a 2 star review because I can tell a lot of time and effort when to writing about this many different topics.",2.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"This book has no details about Keras code, just broad strokes and mathematically meaningless explanations.Over 600 pages essay on deep learning for children. This is a classic case of publishing for the sake of profit.",2.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
Really shallow content. Just filling in pages for no real content or information.,1.0 out of 5 stars,Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition
"The thorough and enlightening book ""Deep Learning with Vision Systems"" explores the intriguing area of deep learning and its uses in the field of computer vision. The complex terrain of integrating cutting-edge machine learning methods with visual data interpretation is skilfully negotiated in this book.Complex subjects are made understandable for both newcomers and seasoned practitioners by the author's straightforward and succinct explanations. Each chapter is methodically organised, laying a strong basis before tackling more complex subjects. The case studies and real-world examples explain how deep learning techniques may be used to address a variety of visual identification problems and give a practical context.The book's emphasis on practical learning stands out as one of its significant advantages. The readers are given the tools to put the ideas addressed into practise through the use of hands-on exercises and code examples, frequently utilising well-known frameworks like TensorFlow and PyTorch. This participatory method improves comprehension and guarantees that readers can use their information successfully.Although the book admirably covers a wide range of subjects, there are times when the breadth of coverage can leave some readers longing for more in-depth analyses of particular subdomains. However, the book offers a comprehensive understanding of deep learning in vision systems and is a good place to start.\The book is a useful addition to your library whether you're a student, researcher, or industry expert because of its practical approach and thorough information.",5.0 out of 5 stars,Deep Learning for Vision Systems
great book. explained very clearly. hope that the next version can add transformer-based vision models.,5.0 out of 5 stars,Deep Learning for Vision Systems
"This is a fantastic book on the basic ML models for computer vision - like convolution networks, GAN, etc. It's not going to cover the most modern techniques - after all they evolve faster than you can read research papers. But it gives you a good understanding of fundamental ML techniques (convolution networks, YOLO, GANs, etc) in very accessible way. I was taking class on ""ML for vision"", and this book is a godsend for me.",5.0 out of 5 stars,Deep Learning for Vision Systems
"I can compare this one to ""Deep Learning"" by Ian Goodfellow. I've been working as a deep-learning engineer for last 5 years.  I would say this is a great book to kickstart a career in a modern ML / Computer Vision domain. Compared to Goodfellow, it's way more practical in terms of what you need to know to actually build a good a model from scratch. It doesn't go into a deep math background. It doesn't cover 101 research branches that were undertaken in last 20 years but ended up not working in a field. It solely focuses on what exactly is being used in industry these days.On the cons side, I think, to be a good CV engineer there should be a pre-requisite to this book: a more classic computer vision course. So the reader has a better understanding where all those DL techniques should be put in a more broad CV world.Bottomline: Great tutorial. Very easy to digest and get really excited about deep learning.",5.0 out of 5 stars,Deep Learning for Vision Systems
"I think the author did an awesome job of explaining the concepts. The only down side to this book is there are a few typos, other than that, it is a good read and i will recommend it 100 %.",5.0 out of 5 stars,Deep Learning for Vision Systems
"I don’t review books a lot, but I had to with this one. The book is very well written, has great illustrations, flow, depth and does  a beautiful job explaining ML for machine vision. I can’t recommend it enough.",5.0 out of 5 stars,Deep Learning for Vision Systems
Arguably the best computer vision book on the market. It’s so easy to read and assimilate. It covers all the basics you need to know to build a deep learning model in the CV domain while at the same demystifying the complex things. This was a great purchase!,5.0 out of 5 stars,Deep Learning for Vision Systems
Fantastic book for those who are interested in deep learning and computer vision! very well written and great for those taking their skills to the next level!,5.0 out of 5 stars,Deep Learning for Vision Systems
Excelente libro de consulta,5.0 out of 5 stars,Deep Learning for Vision Systems
"The content of this book is really good; it doesn't go too deep, but it covers the basics fairly well; the pace is adequate if you have some basic knowledge of Deep Learning and are just getting started on Computer Vision.I bought it directly from Manning since there was a flash deal and got it for half the price; however, I soon regretted this decision; their shipping costs are slightly cheaper than Amazon, but their shipping and customer service are THE WORST; long story short, the book arrived one month later, and the customer service didn't provide me any solutions in the meantime, stating that I had to wait up to two months for the book to arrive... this is ridiculous, there are companies that ship from halfway across the world and deliver their goods for cents in no more than one month.Moral of the story: don't fall for Manning's deals and buy from Amazon instead.Happy learning!",5.0 out of 5 stars,Deep Learning for Vision Systems
"As a mathematician, I enjoyed this book. Plenty of ‘hands-on’ introductions to deep learning are available, and they have their use and place. I started that way. But if you wish to go a little deeper and are looking for an introduction to the mathematics behind it all, this book is a welcome addition to the literature. The text has helped me understand aspects of the mathematical foundations of deep learning and enabled me to appreciate and see the connections to probability theory and statistics. Armed with the material presented in this book arxiv papers are much more accessible. I recommend this book.",5.0 out of 5 stars,Geometry of Deep Learning: A Signal Processing Perspective (Mathematics in Industry 37)
"This is a wonderful and rather unique book on deep learning (DL) in production. In contrast to most available books on machine learning (ML) that cover mostly theory and/or model training, this book focuses on real-world aspects of model deployment and DL pipelines in production. It covers a variety of important (and often neglected) topics, including data preparation, model management and experiment tracking (with W&B and DVC), as well as production-related topics such as model deployment and monitoring in cloud (AWS) and mobile (iOS and Android) environments. Deep learning frameworks covered include both PyTorch and TensorFlow.I can imagine two main audiences that will benefit the most from this book: software engineers that will learn how to apply their knowledge to build AI-focused applications, and machine learning practitioners and data scientists that will learn what it takes to productionize their models and turn them into customer-facing applications.While this book should probably not be your first experience with DL, if you already have some knowledge on DL or are a software engineer focusing on DL in production, this book will take your knowledge to the next level and make you a better DL practitioner, well-versed in the different aspects of DL in production.",5.0 out of 5 stars,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks
"Looking at the book’s table of contents should tell you if this is the book for you or not. I find many books today focus on theory rather than getting your hands dirty. This one is the later. With loads of links, supplemental material on GitHub, code examples, and explanations, this book is for both beginners and experts. The focus on relevant tools (AWS, PyTorch, Tensorflow, SageMaker, W&B, MLFlow, Kubernetes, ONNX, etc.) is really good. My team uses most of these tools, have to convert between frameworks, use MLOps pipelines, etc., and the authors’ explanation was spot on. It’s a solid read but also a useful reference. Overall, one of the best books I’ve seen on the topic and highly recommended.",5.0 out of 5 stars,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks
"The book is a good introduction book for learning the production steps of deep learning. The book helps a beginner to understand various available frameworks for deploying deep learning models. After introducing the initial basic concepts, the end of part 1 introduces well-known deep learning project tracking using Weights & Biases, MLflow and DVC.Part 2 covers data preparation and model training using Horovod, Ray, Kubeflow, and Sagemaker. The explainable AI section at the end of part 2 could have been presented better. Part 3, deployment and maintenance, helps beginners to get an overall idea of Open Neural Network Exchange (ONNX), and Elastic Kubernetes Services. However, certain sections of the chapter could have been better. For example, chapter 11, Deep Learning on Mobile Devices, doesn't explain the detailed steps to deploy the model on iOS and Android apps. The GitHub section for chapter 11 are links that redirect us to TensorFlow lite. Overall a good introduction book to know how production can be done of deep learning models.",5.0 out of 5 stars,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks
"The authors are definitely ambitious: >300 pages jam packed with content. I like how all the authors are out there working in industry - that gives this work credibility (and kudos for sharing a PDF with all the figures and charts). This book hits the right spot with a huge push for MLOps but very few resources to learn about it; great how 5 of the 13 chapters (38%) deal with deployment. A bit surprising so little time (only two chapters) deal with data preparation, but at least one of those is the useful Data Preparation in the Cloud. The problem with such a large book is that it can feel exhausting wading through it all. At times it feels more like a reference book rather than a teaching textbook. In my opinion this book is targeted to people already in the deep learning space and not those with ""beginner-level knowledge in machine learning or software engineering"" as the preface claims. It is definitely not the book for you as an entry point into the deep learning.",4.0 out of 5 stars,Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks
